row,Year,Product_type,Brand,Title,Ticker,Mkt_Date,Mkt_Date_plus6,close,close_plus6,market_cap_cur,shares_out,year_inc,spx_close,spx_plus6,rtn_vs_spx,rtn,spx
425,2017,Wireless,T-Mobile ,,DTEGY,2/6/2017,8/7/2017,$17.05 ,$18.78 ,"$120,309,300,000 ","4,986,458,000",1995,"4,448.00","5,635.00",-0.165395235,0.101466276,0.266861511
426,2017,Wireless,T-Mobile ,,DTEGY,2/6/2017,8/7/2017,$17.05 ,$18.78 ,"$120,309,300,000 ","4,986,458,000",1995,"4,448.00","5,635.00",-0.165395235,0.101466276,0.266861511
427,2017,Wireless,T-Mobile ,,DTEGY,2/6/2017,8/7/2017,$17.05 ,$18.78 ,"$120,309,300,000 ","4,986,458,000",1995,"4,448.00","5,635.00",-0.165395235,0.101466276,0.266861511
500,2018,Wireless,Sprint ,,SFTBY,2/5/2018,8/6/2018,$19.18 ,$22.46 ,#FIELD!,#FIELD!,1981,"5,595.00","6,855.00",-0.054602871,0.170598201,0.225201072
501,2018,Wireless,Verizon Wireless ,,VZ,2/5/2018,8/6/2018,$50.50 ,$52.48 ,"$157,880,919,560 ","4,203,992,000",1983,"5,595.00","6,855.00",-0.185993152,0.039207921,0.225201072
502,2018,Wireless,Verizon Wireless ,,VZ,2/5/2018,8/6/2018,$50.50 ,$52.48 ,"$157,880,919,560 ","4,203,992,000",1983,"5,595.00","6,855.00",-0.185993152,0.039207921,0.225201072
503,2018,Wireless,T-Mobile ,,DTEGY,2/5/2018,8/6/2018,$16.47 ,$16.46 ,"$120,309,300,000 ","4,986,458,000",1995,"5,595.00","6,855.00",-0.225504747,-0.000303674,0.225201072
542,2019,Wireless,T-Mobile ,,DTEGY,2/4/2019,8/5/2019,$16.16 ,$16.33 ,"$120,309,300,000 ","4,986,458,000",1995,"6,510.00","8,500.00",-0.295163762,0.010519802,0.305683564
543,2019,Wireless,T-Mobile ,,DTEGY,2/4/2019,8/5/2019,$16.16 ,$16.33 ,"$120,309,300,000 ","4,986,458,000",1995,"6,510.00","8,500.00",-0.295163762,0.010519802,0.305683564
544,2019,Wireless,T-Mobile ,,DTEGY,2/4/2019,8/5/2019,$16.16 ,$16.33 ,"$120,309,300,000 ","4,986,458,000",1995,"6,510.00","8,500.00",-0.295163762,0.010519802,0.305683564
545,2019,Wireless,T-Mobile ,,DTEGY,2/4/2019,8/5/2019,$16.16 ,$16.33 ,"$120,309,300,000 ","4,986,458,000",1995,"6,510.00","8,500.00",-0.295163762,0.010519802,0.305683564
18,1993,Clothing,Nike,Hare Jordan,NKE,2/1/1993,8/2/1993,$2.63 ,$1.77 ,"$195,382,041,680 ","1,536,989,000",1969,355.38,371.54,-0.373842691,-0.328388299,0.045454392
19,1993,Clothing,Lee,Inhale,VFC,2/1/1993,8/2/1993,$6.44 ,$5.13 ,"$8,437,741,299 ","388,656,900",1899,355.38,371.54,-0.248646096,-0.203191704,0.045454392
20,1993,Clothing,Lee,The Date,VFC,2/1/1993,8/2/1993,$6.44 ,$5.13 ,"$8,437,741,299 ","388,656,900",1899,355.38,371.54,-0.248646096,-0.203191704,0.045454392
26,1994,Clothing,No Fear,,none,1/31/1994,8/1/1994,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,435.08,444.77,#VALUE!,#VALUE!,0.022277201
54,1998,Clothing,Hilfiger,Have Some Fun,PVH,1/26/1998,7/27/1998,$11.75 ,$12.88 ,"$5,227,734,840 ","62,712,750",1976,586.92,533.08,0.187487844,0.095744681,-0.091743163
249,2010,Clothing,Skechers,Shape-Ups,SKX,2/8/2010,8/9/2010,$9.08 ,$10.07 ,"$8,158,600,344 ","155,283,600",1998,"1,339.69","1,678.92",-0.14494961,0.108265809,0.25321542
349,2015,Clothing,Victoria's Secret ,,LB,2/2/2015,8/3/2015, ¥7.03 , ¥9.04 ,"$41,382,110,000 ","2,389,267,000",1998,"3,181.63","3,372.00",0.2256952,0.285529477,0.059834277
356,2015,Clothing,Skechers ,,SKX,2/2/2015,8/3/2015,$20.24 ,$49.55 ,"$8,158,600,344 ","155,283,600",1998,"3,181.63","3,372.00",1.387888651,1.447722928,0.059834277
371,2016,Clothing,Marmot ,,NWL,2/8/2016,8/8/2016,#VALUE!,#VALUE!,"$4,201,321,458 ","414,127,300",1987,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
471,2018,Clothing,Skechers ,,SKX,2/5/2018,8/6/2018,$39.49 ,$28.80 ,"$8,158,600,344 ","155,283,600",1998,"5,595.00","6,855.00",-0.495902516,-0.270701443,0.225201072
3,1976,Technology,Xerox,Monks,XRX,1/19/1976,7/19/1976,#VALUE!,#VALUE!,"$2,391,262,747 ","156,958,500",2019,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
5,1981,Technology,Polaroid,Now with a Flash,PRD,1/26/1981,7/27/1981,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
6,1982,Technology,RadioShack,Color Computer,RSHCQ,1/25/1982,7/26/1982,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
8,1984,Technology,Apple Inc.,1984,AAPL,1/23/1984,7/23/1984,$0.13 ,$0.11 ,"$2,669,458,835,465 ","15,821,950,000",1977,#VALUE!,187.38,#VALUE!,-0.129557797,#VALUE!
9,1984,Technology,Atari,Get Started,none,1/23/1984,7/23/1984,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,#VALUE!,187.38,#VALUE!,#VALUE!,#VALUE!
41,1998,Technology,Intel,Mystery,INTC,1/26/1998,7/27/1998,$19.42 ,$21.52 ,"$124,817,175,000 ","4,171,000,000",1989,586.92,533.08,0.199544151,0.107800988,-0.091743163
65,1999,Technology,Apple Inc.,HAL,AAPL,2/1/1999,8/2/1999,$0.37 ,$0.50 ,"$2,669,458,835,465 ","15,821,950,000",1977,537.92,669.31,0.117725604,0.361969904,0.2442443
182,2005,Technology,OlympusLet Your Pictures Groove,,OCPNY,2/7/2005,8/8/2005,€ 4.23,€ 4.00,"$3,036,930,000,000 ","1,266,179,000",1919,751.15,824.39,-0.150745472,-0.053254438,0.097491034
360,2015,Technology,Microsoft ,,MSFT,2/2/2015,8/3/2015,$41.28 ,$46.81 ,"$2,274,590,134,080 ","7,435,488,000",1993,"3,181.63","3,372.00",0.074128902,0.133963178,0.059834277
412,2017,Technology,Intel ,,INTC,2/6/2017,8/7/2017,$36.27 ,$36.43 ,"$124,817,175,000 ","4,171,000,000",1989,"4,448.00","5,635.00",-0.262450152,0.004411359,0.266861511
483,2018,Technology,Amazon Echo ,,AMZN,2/5/2018,8/6/2018,$69.50 ,$92.39 ,"$1,061,639,440,535 ","10,260,350,000",1996,"5,595.00","6,855.00",0.104115474,0.329316547,0.225201072
57,1998,Sports,NFL,Anthony,none,1/26/1998,7/27/1998,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,586.92,533.08,#VALUE!,#VALUE!,-0.091743163
79,1999,Sports,WWF,HQ,none,2/1/1999,8/2/1999,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,537.92,669.31,#VALUE!,#VALUE!,0.2442443
390,2016,Sports,NFL ,,none,2/8/2016,8/8/2016,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
475,2018,Sports,2018 Winter Olympics (NBC) ,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
476,2018,Sports,2018 Winter Olympics (NBC) N/A A number of promotions by NBC for their Olympic coverage.,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
477,2018,Sports,NFL ,,none,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
478,2018,Sports,NFL ,,none,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
479,2018,Sports,2018 FIFA World Cup (Telemundo) ,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
535,2019,Sports,NFL centennial season ,,none,2/4/2019,8/5/2019,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"6,510.00","8,500.00",#VALUE!,#VALUE!,0.305683564
127,2001,Gaming,PlayStation 2,Future,SNE,1/29/2001,7/30/2001,$73.50 ,$46.40 ,"$115,531,900,000 ","1,261,082,000",1946,414.62,451.77,-0.458317715,-0.368707483,0.089610232
138,2002,Gaming,Madden NFL 2002,,EA,2/4/2002,8/5/2002,$25.59 ,$27.61 ,"$34,484,120,700 ","274,227,600",1991,410.85,421.08,0.054035315,0.078937085,0.02490177
155,2004,Gaming,PlayStation 2,Going Back,SNE,2/2/2004,8/2/2004,$40.50 ,$34.90 ,"$115,531,900,000 ","1,261,082,000",1946,577.23,588.54,-0.157861163,-0.138271605,0.019589558
343,2015,Gaming,Clash of Clans ,,none,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
344,2015,Gaming,Game of War: Fire Age ,,none,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
